tool,cases,expected,raw_findings,scoped_findings,tp,fp,fn,precision,recall,f1,high_confidence_findings,high_confidence_precision,high_priority_findings,high_priority_precision,severity_score_mae,confidence_score_mae
our_scanner,10,25,2,2,1,1,24,0.5000,0.0400,0.0741,2,0.5000,2,0.5000,N/A,N/A
